,i,Silhoutte_Score,CH_Score,DB_Score
0,2,0.05133350326801925,455.75287805443634,4.318522172254601
1,3,0.03801072038991295,368.7325366717762,4.149703200801494
2,4,0.03570512743185208,318.20186606075055,4.055180755064818
3,5,0.029108140158936348,285.6388337846851,3.946011717741025
4,6,0.02667038341201576,255.0423856296422,4.005274694624007
5,7,0.02616629130198524,230.41242085771145,4.037528562481679
6,8,0.02693811848099157,212.14898030773992,3.883312578371388
7,9,0.02328618658041031,197.21633444776666,3.8981559944065314
8,10,0.019503777476770276,182.9942301852406,3.829011122495539
9,11,0.021114831639534648,171.70096963681698,3.7493108680706326
10,12,0.018777925622359477,161.47396930085299,3.858808638157067
11,13,0.02044315488811241,153.4924844191283,3.838776255005124
12,14,0.019619062137730087,146.05242089912775,3.8450603773703063
13,15,0.01852135176292526,138.64664366883522,3.8939494092716713
14,16,0.017698533246487597,133.09835316568865,3.8985280018163566
15,17,0.01726377313210811,127.72667802974657,3.8262760479863362
16,18,0.01851528906037628,122.74740312637744,3.7335056977616023
17,19,0.018427214363670445,118.18429556572593,3.7301158743482232
18,20,0.01833612073235922,113.9359989468816,3.8777043030492857
19,21,0.017842153300671546,110.4419820120433,3.7602401032253683
20,22,0.016320348022698036,106.61444504423554,3.7466476362621113
21,23,0.015264959970648884,103.38291116631295,3.8418787903845275
22,24,0.016337387529742613,100.37886558108829,3.778548315080045
23,25,0.015652561109406403,98.01719474407486,3.757908657207541
24,26,0.014443353037576075,94.90539821858908,3.747864435619214
25,27,0.012926052461294612,92.20466479495009,3.769222409531847
26,28,0.015495136157060985,89.90890112639613,3.8432526083404945
27,29,0.014099735890520106,87.52842614478597,3.8536285811918956
28,30,0.014474014404525093,85.66997498152884,3.73110250772512
29,31,0.015370319789059261,83.4082597415329,3.824979718940705
30,32,0.014790721725915787,81.47685751634391,3.73584922154579
31,33,0.014038902697130042,79.86477342225564,3.841419061341779
32,34,0.013425124222781986,78.01005046636675,3.7831958865004007
33,35,0.012944572426169473,76.38977076388215,3.7618533802858045
34,36,0.013587333965519489,74.86754134018129,3.826842756010074
35,37,0.013714547580112181,73.34867834808364,3.765404914811956
36,38,0.01448924836628405,71.95641150897235,3.7989644482664002
37,39,0.014120982962249973,70.5001930856836,3.802612713370046
38,40,0.014542139021091915,69.21200304414008,3.744712013266701
39,41,0.014816624416607303,68.01356167961093,3.77092328107399
40,42,0.013235108119804698,66.94321794232289,3.7942825861119176
41,43,0.012671926725845392,65.50711723194455,3.817388225470865
42,44,0.013325827229742104,64.52264134581387,3.7703038280168646
43,45,0.012266246916692805,63.421999298120305,3.785155436913238
44,46,0.012393277653281147,62.542415299423524,3.8238148926954407
45,47,0.013288335051210784,61.645547530276204,3.753703022084561
46,48,0.013004736843130105,60.63100077766524,3.815792867869643
47,49,0.0134996442177157,59.53612775814293,3.7758485372227844
